Jurisdiction ,Facility Name,Facility Type,Total RC,Date
Plumas,Plumas County Jail,II,67,7/1/2014
Riverside,Blythe Jail,II,79,7/1/2014
Riverside,Indio Jail,II,240,7/1/2014
Riverside,Larry D. Smith Correctional Facility,II,1458,7/1/2014
Riverside,Robert Presley Detention Ctr.,II,963,7/1/2014
Riverside,Southwest Detention Center,II,1094,7/1/2014
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,7/1/2014
Sacramento,Sacramento County Main Jail,II,2380,7/1/2014
San Benito,San Benito Adult Detention,II,142,7/1/2014
San Bernardino,San Bernardino Central Detention Center,II,772,7/1/2014
San Bernardino,San Bernardino Glen Helen,II,1070,7/1/2014
San Bernardino,San Bernardino High Desert Detention Center,II,2098,7/1/2014
San Bernardino,West Valley Detention Center,II,3072,7/1/2014
San Diego,East Mesa Reentry Facility,II,760,7/1/2014
San Diego,Facility # 8,II,200,7/1/2014
San Diego,George Bailey Detention Facility,II,1380,7/1/2014
San Diego,Las Colinas Womens Detention,II,434,7/1/2014
San Diego,San Diego Central Jail,II,946,7/1/2014
San Diego,South Bay Detention Facility,II,386,7/1/2014
San Diego,Vista Detention Facility,II,807,7/1/2014
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,7/1/2014
San Francisco,San Francisco County Jail #2,II,392,7/1/2014
San Francisco,San Francisco County Jail #3,II,426,7/1/2014
San Francisco,San Francisco County Jail #4,II,402,7/1/2014
San Francisco,San Francisco County Jail #5,II,768,7/1/2014
San Francisco,San Francisco County Jail #6,II,372,7/1/2014
San Joaquin,John J. Zunino Facility,II,840,7/1/2014
San Joaquin,San Joaquin County Honor Farm,II,493,7/1/2014
San Luis Obispo,San Luis Obispo County Jail,II,526,7/1/2014
San Luis Obispo,San Luis Obispo Honor Farm,III,63,7/1/2014
San Mateo,Maguire Correctional Facility,II,688,7/1/2014
San Mateo,Minimum Security Transitional Facility,III,46,7/1/2014
San Mateo,Womens Correctional Center,II,84,7/1/2014
San Mateo,Women's Transitional Facility,III,16,7/1/2014
Santa Barbara,Medium Security Facility,II,161,7/1/2014
Santa Barbara,Santa Barbara County Main Jail,II,627,7/1/2014
Santa Barbara,Santa Maria Jail,II,28,7/1/2014
Santa Clara,Elmwood Complex - Men's facility,II,2316,7/1/2014
Santa Clara,Elmwood Complex - Women's Facility,II,634,7/1/2014
Santa Clara,Santa Clara County Main Jail,II,1353,7/1/2014
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,7/1/2014
Santa Cruz,Santa Cruz CountyJail,II,311,7/1/2014
Santa Cruz,Santa Cruz Medium Security,II,96,7/1/2014
Shasta,Shasta County Main Jail,II,381,7/1/2014
Sierra,Sierra County Jail,II,14,7/1/2014
Siskiyou,Siskiyou County Jail,II,104,7/1/2014
Solano,Claybank Facility,II,379,7/1/2014
Solano,Solano County Justice Center,II,705,7/1/2014
Sonoma,Sonoma Main Adult Detention,II,848,7/1/2014
Sonoma,Sonoma-North County Facility,II,561,7/1/2014
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,7/1/2014
Stanislaus,Stanislaus Co Public Safety Center,II,510,7/1/2014
Stanislaus,Stanislaus County Men's Jail,II,342,7/1/2014
Sutter,Sutter County Jail,II,352,7/1/2014
Tehama,Tehama County Jail,II,191,7/1/2014
Trinity,Trinity Co. Detention Facility,II,53,7/1/2014
Tulare,Bob Wiley Detention Facility,II,696,7/1/2014
Tulare,Men's Correctional Facility,II,366,7/1/2014
Tulare,Pre-trial facility,II,384,7/1/2014
Tulare,Tulare County Jail,II,272,7/1/2014
Tuolumne,Tuolumne County Jail,II,147,7/1/2014
Ventura,Todd Road Jail,II,782,7/1/2014
Ventura,Ventura Co Work Furlough,IV,235,7/1/2014
Ventura,Ventura County Main Jail,II,793,7/1/2014
Yolo,Leinberger Center,II,120,7/1/2014
Yolo,Monroe Detention Center,II,272,7/1/2014
Yuba,Yuba County Jail,II,426,7/1/2014
Santa Ana PD,Santa Ana Police Facility,II,480,7/1/2014
Alameda,Glen Dyer Jail,II,904,4/2/2014
Alameda,Santa Rita Jail,II,3812,4/2/2014
Amador,Amador County Jail,II,76,4/2/2014
Butte,Butte County Jail,II,614,4/2/2014
Calaveras,Calaveras County Jail,II,65,4/2/2014
Colusa,Colusa County Jail,II,92,4/2/2014
Contra Costa,Marsh Creek Detention Facility,III,188,4/2/2014
Contra Costa,Martinez Detention Facility,II,695,4/2/2014
Contra Costa,West County Detention Facility,II,1104,4/2/2014
Del Norte,Del Norte County Jail,II,103,4/2/2014
El Dorado,El Dorado County Jail,II,265,4/2/2014
El Dorado,South Lake Tahoe Jail,II,158,4/2/2014
Fresno,Fresno County Main Jail,II,1064,4/2/2014
Fresno,Fresno North Annex Jail,II,1152,4/2/2014
Fresno,Fresno South Annex Jail,II,528,4/2/2014
Glenn,Glenn Co Adult Detention Fac,II,144,4/2/2014
Humboldt,Humboldt Co. Corr. Facility,II,411,4/2/2014
Imperial,Herbert Hughes Corr. Center,II,100,4/2/2014
Imperial,Imperial Adult Regional  Fac.,II,276,4/2/2014
Inyo,Inyo County Jail,II,96,4/2/2014
Kern,Central Receiving Facility,II,292,4/2/2014
Kern,Lerdo Maximum,II,374,4/2/2014
Kern,Lerdo Minimum Facility,II,800,4/2/2014
Kern,Lerdo Pre-Trial Facility,II,1232,4/2/2014
Kings,Kings County Branch Jail,II,203,4/2/2014
Kings,Kings County Jail Facility,II,373,4/2/2014
Lake,Lake County Jail- Hill Road Facility,II,286,4/2/2014
Lassen,Lassen Adult Detention Facility,II,149,4/2/2014
Los Angeles,L A Inmate Reception Center,II,336,4/2/2014
Los Angeles,LA Central Jail,II,5108,4/2/2014
Los Angeles,LA Century Reg. Det. Facility,II,1588,4/2/2014
Los Angeles,LA North County Corr. Facility,II,2208,4/2/2014
Los Angeles,LA Pitchess East Facility,II,926,4/2/2014
Los Angeles,LA Pitchess North Facility,II,768,4/2/2014
Los Angeles,LA Pitchess South (No.  Annex),II,906,4/2/2014
Los Angeles,LA Twin Towers Corr. Facility,II,2244,4/2/2014
Madera,Madera Adult Correctional Fac,II,419,4/2/2014
Marin,Marin County Jail,II,349,4/2/2014
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,4/2/2014
Mendocino,Mendocino Adult Det. Facility,II,295,4/2/2014
Merced,John Latorraca Correctional Facility,II,564,4/2/2014
Merced,Merced County Jail,II,189,4/2/2014
Modoc,Modoc County Jail,II,43,4/2/2014
Mono,Mono County Jail,II,48,4/2/2014
Monterey,Monterey County Jail,II,575,4/2/2014
Monterey,Monterey County Rehabilitation,II,250,4/2/2014
Napa,Napa County Jail,II,264,4/2/2014
Nevada,Wayne Brown Correctional Facility,II,284,4/2/2014
Orange,Intake Release Center,II,408,4/2/2014
Orange,James A  Musick Facilities,II,713,4/2/2014
Orange,Orange County Mens Jail,II,1219,4/2/2014
Orange,Orange County Women's Jail,II,275,4/2/2014
Orange,Theo Lacy,II,2448,4/2/2014
Placer,Placer County Main Jail,II,488,4/2/2014
Placer,Placer County Minimum Security,II,160,4/2/2014
Plumas,Plumas County Jail,II,67,4/2/2014
Riverside,Blythe Jail,II,79,4/2/2014
Riverside,Indio Jail,II,240,4/2/2014
Riverside,Larry D. Smith Correctional Facility,II,1458,4/2/2014
Riverside,Robert Presley Detention Ctr.,II,963,4/2/2014
Riverside,Southwest Detention Center,II,1094,4/2/2014
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,4/2/2014
Sacramento,Sacramento County Main Jail,II,2380,4/2/2014
San Benito,San Benito Adult Detention,II,142,4/2/2014
San Bernardino,San Bernardino Central Detention Center,II,756,4/2/2014
San Bernardino,San Bernardino Glen Helen,II,1070,4/2/2014
San Bernardino,San Bernardino High Desert Detention Center,II,2098,4/2/2014
San Bernardino,West Valley Detention Center,II,3072,4/2/2014
San Diego,East Mesa Detention Facility,II,360,4/2/2014
San Diego,Facility # 8,II,200,4/2/2014
San Diego,George Bailey Detention Facility,II,1380,4/2/2014
San Diego,Las Colinas Womens Detention,II,434,4/2/2014
San Diego,San Diego Central Jail,II,945,4/2/2014
San Diego,South Bay Detention Facility,II,386,4/2/2014
San Diego,Vista Detention Facility,II,807,4/2/2014
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,4/2/2014
San Francisco,San Francisco County Jail #2,II,392,4/2/2014
San Francisco,San Francisco County Jail #3,II,426,4/2/2014
San Francisco,San Francisco County Jail #4,II,402,4/2/2014
San Francisco,San Francisco County Jail #5,II,768,4/2/2014
San Francisco,San Francisco County Jail #6,II,372,4/2/2014
San Joaquin,John J. Zunino Facility,II,840,4/2/2014
San Joaquin,San Joaquin County Honor Farm,II,493,4/2/2014
San Luis Obispo,San Luis Obispo County Jail,II,526,4/2/2014
San Luis Obispo,San Luis Obispo Honor Farm,III,63,4/2/2014
San Mateo,Maguire Correctional Facility,II,688,4/2/2014
San Mateo,Minimum Security Transitional Facility,III,46,4/2/2014
San Mateo,Womens Correctional Center,II,84,4/2/2014
San Mateo,Women's Transitional Facility,III,16,4/2/2014
Santa Barbara,Medium Security Facility,II,161,4/2/2014
Santa Barbara,Santa Barbara County Main Jail,II,627,4/2/2014
Santa Barbara,Santa Maria Jail,II,28,4/2/2014
Santa Clara,Elmwood Complex - Men's facility,II,1956,4/2/2014
Santa Clara,Elmwood Complex - Women's Facility,II,516,4/2/2014
Santa Clara,Santa Clara County Main Jail,II,1353,4/2/2014
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,4/2/2014
Santa Cruz,Santa Cruz CountyJail,II,311,4/2/2014
Santa Cruz,Santa Cruz Medium Security,II,96,4/2/2014
Shasta,Shasta County Main Jail,II,381,4/2/2014
Sierra,Sierra County Jail,II,14,4/2/2014
Siskiyou,Siskiyou County Jail,II,104,4/2/2014
Solano,Claybank Facility,II,379,4/2/2014
Solano,Solano County Justice Center,II,705,4/2/2014
Sonoma,Sonoma Main Adult Detention,II,848,4/2/2014
Sonoma,Sonoma-North County Facility,II,561,4/2/2014
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,4/2/2014
Stanislaus,Stanislaus Co Public Safety Center,II,510,4/2/2014
Stanislaus,Stanislaus County Main Jail,II,342,4/2/2014
Sutter,Sutter County Jail,II,352,4/2/2014
Tehama,Tehama County Jail,II,191,4/2/2014
Trinity,Trinity Co. Detention Facility,II,53,4/2/2014
Tulare,Bob Wiley Detention Facility,II,696,4/2/2014
Tulare,Men's Correctional Facility,II,366,4/2/2014
Tulare,Pre-trial facility,II,384,4/2/2014
Tulare,Tulare County Jail,II,272,4/2/2014
Tuolumne,Tuolumne County Jail,II,147,4/2/2014
Ventura,Todd Road Jail,II,782,4/2/2014
Ventura,Ventura Co Work Furlough,IV,235,4/2/2014
Ventura,Ventura County Main Jail,II,793,4/2/2014
Yolo,Leinberger Center,II,120,4/2/2014
Yolo,Monroe Detention Center,II,272,4/2/2014
Yuba,Yuba County Jail,II,426,4/2/2014
Santa Ana PD,Santa Ana Police Facility,II,480,4/2/2014
Alameda,Glen Dyer Jail,II,904,12/31/2013
Alameda,Santa Rita Jail,II,3812,12/31/2013
Amador,Amador County Jail,II,76,12/31/2013
Butte,Butte County Jail,II,614,12/31/2013
Calaveras,Calaveras County Jail,II,65,12/31/2013
Colusa,Colusa County Jail,II,92,12/31/2013
Contra Costa,Marsh Creek Detention Facility,III,188,12/31/2013
Contra Costa,Martinez Detention Facility,II,695,12/31/2013
Contra Costa,West County Detention Facility,II,1104,12/31/2013
Del Norte,Del Norte County Jail,II,103,12/31/2013
El Dorado,El Dorado County Jail,II,265,12/31/2013
El Dorado,South Lake Tahoe Jail,II,158,12/31/2013
Fresno,Fresno County Main Jail,II,1064,12/31/2013
Fresno,Fresno North Annex Jail,II,1152,12/31/2013
Fresno,Fresno South Annex Jail,II,528,12/31/2013
Glenn,Glenn Co Adult Detention Fac,II,144,12/31/2013
Humboldt,Humboldt Co. Corr. Facility,II,411,12/31/2013
Imperial,Herbert Hughes Corr. Center,II,100,12/31/2013
Imperial,Imperial Adult Regional  Fac.,II,276,12/31/2013
Inyo,Inyo County Jail,II,96,12/31/2013
Kern,Central Receiving Facility,II,292,12/31/2013
Kern,Lerdo Maximum,II,374,12/31/2013
Kern,Lerdo Minimum Facility,II,800,12/31/2013
Kern,Lerdo Pre-Trial Facility,II,1232,12/31/2013
Kings,Kings County Branch Jail,II,203,12/31/2013
Kings,Kings County Jail Facility,II,373,12/31/2013
Lake,Lake County Jail- Hill Road Facility,II,286,12/31/2013
Lassen,Lassen Adult Detention Facility,II,149,12/31/2013
Los Angeles,L A Inmate Reception Center,II,336,12/31/2013
Los Angeles,LA Central Jail,II,5108,12/31/2013
Los Angeles,LA Century Reg. Det. Facility,II,1588,12/31/2013
Los Angeles,LA North County Corr. Facility,II,2208,12/31/2013
Los Angeles,LA Pitchess East Facility,II,926,12/31/2013
Los Angeles,LA Pitchess North Facility,II,768,12/31/2013
Los Angeles,LA Pitchess South (No.  Annex),II,906,12/31/2013
Los Angeles,LA Twin Towers Corr. Facility,II,2244,12/31/2013
Madera,Madera Adult Correctional Fac,II,419,12/31/2013
Marin,Marin County Jail,II,349,12/31/2013
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,12/31/2013
Mendocino,Mendocino Adult Det. Facility,II,295,12/31/2013
Merced,John Latorraca Correctional Facility,II,564,12/31/2013
Merced,Merced County Jail,II,189,12/31/2013
Modoc,Modoc County Jail,II,43,12/31/2013
Mono,Mono County Jail,II,48,12/31/2013
Monterey,Monterey County Jail,II,575,12/31/2013
Monterey,Monterey County Rehabilitation,II,250,12/31/2013
Napa,Napa County Jail,II,264,12/31/2013
Nevada,Wayne Brown Correctional Facility,II,284,12/31/2013
Orange,Intake Release Center,II,408,12/31/2013
Orange,James A  Musick Facilities,II,713,12/31/2013
Orange,Orange County Mens Jail,II,1219,12/31/2013
Orange,Orange County Women's Jail,II,275,12/31/2013
Orange,Theo Lacy,II,2448,12/31/2013
Placer,Placer County Main Jail,II,488,12/31/2013
Placer,Placer County Minimum Security,II,160,12/31/2013
Plumas,Plumas County Jail,II,67,12/31/2013
Riverside,Blythe Jail,II,79,12/31/2013
Riverside,Indio Jail,II,240,12/31/2013
Riverside,Larry D. Smith Correctional Facility,II,1458,12/31/2013
Riverside,Robert Presley Detention Ctr.,II,963,12/31/2013
Riverside,Southwest Detention Center,II,1094,12/31/2013
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,12/31/2013
Sacramento,Rio Cosumnes Womens Facility,II,120,12/31/2013
Sacramento,Sacramento County Main Jail,II,2380,12/31/2013
San Benito,San Benito Adult Detention,II,142,12/31/2013
San Bernardino,Adelanto Detention Center,II,706,12/31/2013
San Bernardino,San Bernardino Central Detention Center,II,756,12/31/2013
San Bernardino,San Bernardino Glen Helen,II,1070,12/31/2013
San Bernardino,West Valley Detention Center,II,3072,12/31/2013
San Diego,East Mesa Detention Facility,II,360,12/31/2013
San Diego,Facility # 8,II,200,12/31/2013
San Diego,George Bailey Detention Facility,II,1380,12/31/2013
San Diego,Las Colinas Womens Detention,II,434,12/31/2013
San Diego,San Diego Central Jail,II,945,12/31/2013
San Diego,South Bay Detention Facility,II,386,12/31/2013
San Diego,Vista Detention Facility,II,807,12/31/2013
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,12/31/2013
San Francisco,San Francisco County Jail #2,II,392,12/31/2013
San Francisco,San Francisco County Jail #3,II,426,12/31/2013
San Francisco,San Francisco County Jail #4,II,402,12/31/2013
San Francisco,San Francisco County Jail #5,II,768,12/31/2013
San Francisco,San Francisco County Jail #6,II,372,12/31/2013
San Joaquin,John J. Zunino Facility,II,840,12/31/2013
San Joaquin,San Joaquin County Honor Farm,II,493,12/31/2013
San Luis Obispo,San Luis Obispo County Jail,II,526,12/31/2013
San Luis Obispo,San Luis Obispo Honor Farm,III,63,12/31/2013
San Mateo,Maguire Correctional Facility,II,688,12/31/2013
San Mateo,Minimum Security Transitional Facility,III,46,12/31/2013
San Mateo,Womens Correctional Center,II,84,12/31/2013
San Mateo,Women's Transitional Facility,III,16,12/31/2013
Santa Barbara,Medium Security Facility,II,161,12/31/2013
Santa Barbara,Santa Barbara County Main Jail,II,627,12/31/2013
Santa Barbara,Santa Maria Jail,II,28,12/31/2013
Santa Clara,Elmwood Complex - Men's facility,II,1956,12/31/2013
Santa Clara,Elmwood Complex - Women's Facility,II,516,12/31/2013
Santa Clara,Santa Clara County Main Jail,II,1353,12/31/2013
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,12/31/2013
Santa Cruz,Santa Cruz CountyJail,II,311,12/31/2013
Santa Cruz,Santa Cruz Medium Security,II,96,12/31/2013
Shasta,Shasta County Main Jail,II,381,12/31/2013
Sierra,Sierra County Jail,II,14,12/31/2013
Siskiyou,Siskiyou County Jail,II,104,12/31/2013
Solano,Claybank Facility,II,379,12/31/2013
Solano,Solano County Justice Center,II,705,12/31/2013
Sonoma,Sonoma Main Adult Detention,II,848,12/31/2013
Sonoma,Sonoma-North County Facility,II,561,12/31/2013
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,12/31/2013
Stanislaus,Stanislaus Co Public Safety Center,II,510,12/31/2013
Stanislaus,Stanislaus County Main Jail,II,342,12/31/2013
Sutter,Sutter County Jail,II,352,12/31/2013
Tehama,Tehama County Jail,II,191,12/31/2013
Trinity,Trinity Co. Detention Facility,II,53,12/31/2013
Tulare,Bob Wiley Detention Facility,II,696,12/31/2013
Tulare,Men's Correctional Facility,II,366,12/31/2013
Tulare,Pre-trial facility,II,384,12/31/2013
Tulare,Tulare County Jail,II,272,12/31/2013
Tuolumne,Tuolumne County Jail,II,147,12/31/2013
Ventura,Todd Road Jail,II,782,12/31/2013
Ventura,Ventura Co Work Furlough,IV,235,12/31/2013
Ventura,Ventura County Main Jail,II,793,12/31/2013
Yolo,Leinberger Center,II,120,12/31/2013
Yolo,Monroe Detention Center,II,272,12/31/2013
Yuba,Yuba County Jail,II,426,12/31/2013
Santa Ana PD,Santa Ana Police Facility,II,480,12/31/2013
Alameda,Glen Dyer Jail,II,904,10/1/2013
Alameda,Santa Rita Jail,II,3812,10/1/2013
Amador,Amador County Jail,II,76,10/1/2013
Butte,Butte County Jail,II,614,10/1/2013
Calaveras,Calaveras County Jail,II,65,10/1/2013
Colusa,Colusa County Jail,II,92,10/1/2013
Contra Costa,Marsh Creek Detention Facility,III,188,10/1/2013
Contra Costa,Martinez Detention Facility,II,695,10/1/2013
Contra Costa,West County Detention Facility,II,1104,10/1/2013
Del Norte,Del Norte County Jail,II,103,10/1/2013
El Dorado,El Dorado County Jail,II,265,10/1/2013
El Dorado,South Lake Tahoe Jail,II,158,10/1/2013
Fresno,Fresno County Main Jail,II,1064,10/1/2013
Fresno,Fresno North Annex Jail,II,1152,10/1/2013
Fresno,Fresno South Annex Jail,II,528,10/1/2013
Glenn,Glenn Co Adult Detention Fac,II,144,10/1/2013
Humboldt,Humboldt Co. Corr. Facility,II,411,10/1/2013
Imperial,Herbert Hughes Corr. Center,II,100,10/1/2013
Imperial,Imperial Adult Regional  Fac.,II,276,10/1/2013
Inyo,Inyo County Jail,II,96,10/1/2013
Kern,Central Receiving Facility,II,292,10/1/2013
Kern,Lerdo Maximum,II,374,10/1/2013
Kern,Lerdo Minimum Facility,II,800,10/1/2013
Kern,Lerdo Pre-Trial Facility,II,1232,10/1/2013
Kings,Kings County Branch Jail,II,203,10/1/2013
Kings,Kings County Jail Facility,II,373,10/1/2013
Lake,Lake County Jail- Hill Road Facility,II,286,10/1/2013
Lassen,Lassen Adult Detention Facility,II,149,10/1/2013
Los Angeles,L A Inmate Reception Center,II,336,10/1/2013
Los Angeles,LA Central Jail,II,5108,10/1/2013
Los Angeles,LA Century Reg. Det. Facility,II,1588,10/1/2013
Los Angeles,LA North County Corr. Facility,II,2208,10/1/2013
Los Angeles,LA Pitchess East Facility,II,926,10/1/2013
Los Angeles,LA Pitchess North Facility,II,768,10/1/2013
Los Angeles,LA Pitchess South (No.  Annex),II,906,10/1/2013
Los Angeles,LA Twin Towers Corr. Facility,II,2244,10/1/2013
Madera,Madera Adult Correctional Fac,II,419,10/1/2013
Marin,Marin County Jail,II,349,10/1/2013
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,10/1/2013
Mendocino,Mendocino Adult Det. Facility,II,295,10/1/2013
Merced,John Latorraca Correctional Facility,II,564,10/1/2013
Merced,Merced County Jail,II,189,10/1/2013
Modoc,Modoc County Jail,II,43,10/1/2013
Mono,Mono County Jail,II,48,10/1/2013
Monterey,Monterey County Jail,II,575,10/1/2013
Monterey,Monterey County Rehabilitation,II,250,10/1/2013
Napa,Napa County Jail,II,264,10/1/2013
Nevada,Wayne Brown Correctional Facility,II,284,10/1/2013
Orange,Intake Release Center,II,408,10/1/2013
Orange,James A  Musick Facilities,II,713,10/1/2013
Orange,Orange County Mens Jail,II,1219,10/1/2013
Orange,Orange County Women's Jail,II,275,10/1/2013
Orange,Theo Lacy,II,2448,10/1/2013
Placer,Placer County Main Jail,II,488,10/1/2013
Placer,Placer County Minimum Security,II,160,10/1/2013
Plumas,Plumas County Jail,II,67,10/1/2013
Riverside,Blythe Jail,II,79,10/1/2013
Riverside,Indio Jail,II,240,10/1/2013
Riverside,Larry D. Smith Correctional Facility,II,1458,10/1/2013
Riverside,Robert Presley Detention Ctr.,II,963,10/1/2013
Riverside,Southwest Detention Center,II,1094,10/1/2013
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,10/1/2013
Sacramento,Rio Cosumnes Womens Facility,II,120,10/1/2013
Sacramento,Sacramento County Main Jail,II,2380,10/1/2013
San Benito,San Benito Adult Detention,II,142,10/1/2013
San Bernardino,Adelanto Detention Center,II,706,10/1/2013
San Bernardino,San Bernardino Central Detention Center,II,756,10/1/2013
San Bernardino,San Bernardino Glen Helen,II,1070,10/1/2013
San Bernardino,West Valley Detention Center,II,3072,10/1/2013
